Hours_Studied,Attendance,Sleep_Hours,Previous_Scores,Tutoring_Sessions,Physical_Activity,Exam_Score,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Extracurricular_Activities_Yes,Motivation_Level_Low,Motivation_Level_Medium,Internet_Access_Yes,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Learning_Disabilities_Yes,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
23,69,6,58,0,1,65,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0
20,79,7,83,2,2,69,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0
8,80,6,52,2,1,63,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
14,69,5,92,3,2,64,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0
19,71,5,96,2,0,67,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
13,67,6,80,1,2,62,0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1
24,89,6,94,2,2,68,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
29,91,5,54,2,3,71,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1
27,78,7,61,1,3,66,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
19,89,4,66,1,1,69,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0
29,89,8,89,1,4,71,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
21,66,6,74,2,4,66,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0
18,99,6,67,5,3,72,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0
16,93,8,58,1,4,70,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
18,68,8,91,1,3,65,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0
18,67,6,51,0,2,64,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0
21,65,8,67,1,2,63,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
21,66,9,62,3,2,63,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
20,90,5,56,3,2,66,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1
23,79,8,59,1,4,68,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1
27,91,5,75,1,4,74,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1
26,90,9,71,0,2,71,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
11,84,6,76,3,3,67,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
5,87,6,86,2,3,66,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
26,61,9,95,0,6,67,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1
12,72,8,56,3,1,62,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1
19,86,6,54,1,5,68,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1
13,60,7,66,2,3,62,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1
9,61,6,77,1,2,82,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1
23,94,5,55,2,2,70,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1
25,87,7,86,4,2,72,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
17,71,6,78,0,4,64,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
4,88,6,87,1,4,66,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1
17,92,9,68,0,3,68,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
22,72,6,70,1,3,64,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
11,61,7,90,0,3,61,1,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
21,97,9,63,0,1,69,0,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1
20,74,7,69,2,2,68,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
23,64,6,51,1,5,64,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
21,80,7,78,1,4,67,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0
14,91,8,93,0,3,67,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
27,69,8,51,1,2,65,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
19,71,10,81,2,3,68,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
20,70,6,92,2,3,67,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,1
14,100,7,75,1,3,67,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,1
17,68,5,66,1,4,64,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1
15,83,8,100,0,3,70,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
19,97,7,53,2,3,69,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
30,66,7,61,0,2,66,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
12,99,6,94,2,3,69,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1
10,98,6,65,1,2,66,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,1
29,95,7,91,1,3,73,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0
19,69,6,67,4,4,66,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1
16,85,7,91,0,2,69,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1
26,90,7,84,1,3,70,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
16,99,5,73,1,5,71,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1
31,67,5,76,2,4,70,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1
24,91,6,59,0,4,69,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
17,74,9,56,1,3,63,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
33,67,6,86,4,3,71,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0
16,77,7,92,2,2,67,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
24,92,5,86,3,2,73,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
22,79,6,96,1,2,68,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1
28,82,5,95,0,3,69,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1
29,100,8,89,2,3,76,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
20,76,5,95,4,3,68,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1
15,85,8,58,1,3,65,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1
23,75,8,87,0,1,66,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0
16,76,7,88,0,2,65,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
32,88,8,58,3,3,69,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1
21,98,10,95,0,1,71,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,1
18,82,8,50,1,3,66,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1
21,91,5,72,3,3,69,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
12,64,9,51,2,4,59,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
14,68,7,76,2,3,65,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1
27,80,10,71,4,2,72,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1
16,61,6,81,0,2,60,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
14,70,9,88,0,4,64,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
23,81,7,88,1,4,69,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1
27,61,10,86,3,3,70,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
24,71,7,55,2,3,67,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1
26,81,10,71,0,5,67,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0
15,83,8,91,0,3,64,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1
11,97,8,83,4,2,68,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
29,86,10,84,1,4,72,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
18,77,6,61,1,3,65,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
18,97,8,66,2,2,70,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,1
28,91,7,98,2,5,75,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1
23,68,7,92,3,4,65,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1
23,65,7,58,1,3,63,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0
33,87,8,77,0,3,71,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1
16,82,8,75,2,2,66,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0
26,92,6,72,1,3,69,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0
20,90,7,74,0,3,68,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0
22,85,4,82,1,2,71,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1
29,99,8,98,5,2,77,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1
23,81,10,94,1,2,70,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0
23,65,7,94,1,3,66,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0
26,93,5,85,1,3,73,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
18,70,8,51,1,3,62,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1
15,91,6,72,0,2,65,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0
14,98,7,76,0,2,71,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,1
8,88,8,92,1,4,66,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
32,84,8,96,1,3,72,1,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
13,78,9,73,0,4,64,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1
19,75,7,65,0,4,63,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0
18,74,7,67,0,3,63,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1
22,85,8,79,5,2,72,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0
25,90,7,64,2,2,71,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1
25,87,6,96,3,2,72,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0
17,68,8,71,1,2,65,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1
19,80,5,100,0,3,67,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0
22,92,7,55,1,4,68,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0
19,79,5,59,2,2,66,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1
30,81,6,76,0,3,72,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1
23,91,6,93,3,3,71,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0
24,86,6,68,3,3,70,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
24,76,9,92,1,3,68,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0
27,96,9,71,0,4,72,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
21,67,9,93,1,3,66,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1
12,100,7,64,1,6,69,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1
22,65,6,74,2,1,65,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1
16,61,8,64,1,3,62,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1
17,96,7,61,1,1,69,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0
24,70,7,71,1,4,65,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,1,1
27,89,4,67,2,4,69,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0
20,92,8,89,1,3,69,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0
22,94,8,87,2,5,73,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0
30,100,7,68,2,2,75,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
21,72,8,100,3,3,70,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
36,88,8,99,0,3,74,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
23,65,6,96,0,3,65,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,1
9,76,7,79,1,3,63,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1
25,94,5,71,4,4,74,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
22,75,9,66,0,2,67,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
28,84,8,51,3,4,71,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0
24,80,6,82,1,3,68,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0
19,86,8,78,2,4,69,0,0,0,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
13,99,7,81,0,4,71,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
19,62,6,79,7,2,66,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0
15,83,7,57,0,3,65,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
17,95,8,85,1,2,66,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
24,79,8,68,2,2,65,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1
30,63,10,76,1,4,67,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,0,1,1,0,0
22,82,7,68,2,4,70,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
13,73,7,51,1,4,63,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1
23,66,8,94,1,3,64,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1
27,94,7,57,1,1,71,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
16,81,6,79,2,3,68,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0
19,97,6,94,2,4,72,0,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1
20,92,4,61,2,4,71,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
15,88,8,71,1,2,64,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1
24,60,5,69,1,5,64,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
19,77,6,54,3,2,66,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
23,68,7,71,3,3,68,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0
15,96,7,74,2,2,68,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1
17,67,10,51,3,5,65,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
24,71,5,74,1,3,67,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1
18,81,10,55,3,2,64,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1
30,71,9,95,1,4,70,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1
18,68,8,83,1,2,65,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1
21,84,9,53,2,3,65,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
26,64,8,91,1,4,68,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1
11,62,4,68,2,3,61,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1
9,75,8,61,3,3,63,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1
11,89,5,63,0,2,65,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
28,82,6,80,1,5,69,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0
17,77,7,54,1,2,64,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1
35,83,6,53,1,2,69,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0
17,75,8,81,3,3,67,0,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1
21,97,7,99,1,1,74,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1
29,62,8,74,1,3,66,0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
32,87,7,71,0,4,72,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1
32,96,7,97,1,5,73,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1
27,92,6,62,0,4,73,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
26,67,5,62,0,2,63,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1
24,72,7,95,3,2,69,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1
25,89,6,82,2,6,71,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1
17,63,9,53,1,4,63,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1
15,92,5,84,0,5,69,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0
20,89,10,91,3,3,72,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1
19,89,7,64,2,4,68,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0
17,64,7,69,1,3,62,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0
24,89,6,60,1,2,68,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
26,87,8,82,1,2,71,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1
21,93,7,83,1,3,67,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1
29,62,7,53,0,3,65,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
13,61,8,84,1,3,60,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1
19,75,8,83,2,2,68,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1
16,66,9,52,1,3,59,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1
9,82,8,78,0,0,64,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0
20,97,6,81,2,3,71,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1
19,76,4,72,2,2,68,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
29,94,7,95,2,3,70,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1
24,60,7,66,1,4,62,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0
14,67,10,53,2,3,62,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
31,61,7,84,2,3,68,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1
27,73,8,80,3,3,68,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
23,96,8,99,3,4,74,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0
19,64,8,62,0,4,61,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1
14,84,8,70,1,5,67,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1
18,78,6,73,1,2,65,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0
27,98,6,93,5,3,101,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
31,65,7,71,1,4,65,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1
29,68,4,89,0,4,67,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1
17,61,7,58,2,3,61,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0
13,77,6,70,3,4,64,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
21,71,7,58,1,3,64,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0
9,95,7,97,1,2,67,0,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1
22,84,5,59,0,3,69,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
19,85,9,71,1,2,69,0,0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0
17,81,7,54,4,3,67,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
10,64,8,96,1,3,62,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1
23,78,7,81,0,1,66,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,1
17,100,8,98,0,4,72,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1
13,93,5,52,2,3,67,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0
3,96,9,59,2,3,66,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0
20,93,8,69,2,4,67,1,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,0,1,0,1
31,64,7,81,1,4,67,0,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0
30,69,7,66,0,4,68,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0
17,60,9,86,0,2,63,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,1
16,72,6,58,1,2,62,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1
23,64,5,80,3,2,65,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
14,79,6,70,1,6,65,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1
22,87,7,75,0,2,70,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0
25,95,7,78,7,4,73,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
27,90,9,53,1,2,73,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0
19,98,6,96,2,2,68,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1
19,62,6,89,3,1,63,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1
15,60,5,72,2,2,62,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1
15,86,8,77,0,3,69,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1
19,72,5,52,2,3,66,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
22,70,8,75,0,3,68,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1
25,73,6,71,0,3,67,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
15,71,6,69,2,4,65,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
29,80,10,91,1,3,70,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1
18,78,9,59,0,1,64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
20,80,7,59,2,3,65,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1
16,87,5,76,1,2,67,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0
5,75,10,84,0,4,62,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0
25,70,7,51,3,4,66,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1
24,67,7,77,0,2,68,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0
18,74,8,65,0,4,64,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
20,90,4,88,3,3,69,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1
